comments
千万不要在办公室看这剧，因为你永远不知道那些女人在什么时候会突然掏出奶子。。。。
"龙妈这类又拧巴又作的小寡妇我真不待见,除了会房中术会抬着下巴做圣母状外念她的绕口令名字她还会什么？！不孵蛋开龙挂她能带批野人到处得瑟？早被轮奸分食了！最烦这种受了点伤就六亲不认得势立马抖起来的小女人。不过70分的料一定要削足适履卯足劲撑足120分，锋芒显尽了你就不累吗？星全给兰尼斯特！"
一年又一年，给冰火跪成习惯。我最爱的恶魔虐得我喘不过气，监狱戏心疼哭，审判日帅哭，台词牛逼的要拿奖。求你别在意那个妓女，弑君者也求你不要理你姐。红毒蛇虐得我快失心疯，难过猎狗和耶哥蕊特的离开，四季过去我终于感受到snow的勇武，艾娅才是最带种的，最后五集的揪心是递增的。日子没法过了！
放逐了一位忠臣，逝去了一位勇士，黑化了一位少女，牢狱里诞生了一位洞彻生死的哲学家：人如蝼蚁虫豸，头顶随时大石落下，死得瞪眼翻肚皮，尸积如山血流成河，或碎身为齑粉，归于烂泥尘土。我们以为秉持公义怜悯的神，谁知是不是个沉迷杀戮的傻子，每日在Kuuh、kuuh…中取着乐子。好虐心的一集。
长城一战，是目前仅次萝卜之死的经典。史塔克一家悉数开始黑化，三傻开始会骗人了，二丫冷血了。当然还有小恶魔，为我们制造了最经典的“石室狮氏屎时逝世”
死掉的小乔才是好小乔！爱你。
Ep01：谁他妈都别想动我的炸鸡，谁他妈都别想 Ep02：恭喜雷克雅未克土摇团西瓜肉丝上位为婚宴必备【呵呵不听后摇活该领便当 Ep4：他妈这剧情是写同人吗没有人管了啊已报警 Ep07:没了原著的茫然与挣扎龙妈就是玛丽苏 Ep08:入我春梦的演员又死了:) Ep10:黎德和美人的线闹哪样！还有说好的石心和金屎呢！
这一季可以代表眼下美剧的最高水准了！
抱歉，作为一只乌鸦，我很受不了你们这帮喜鹊看都不看就打五星。。。。。
"“Did you love her? She loved you.” ""She told you?"" ""No. All she ever talked about was killing you. That's how I know."""
"Sansa黑化技能get，Bran飞翔技能get，Arya杀人技能get，John Snow, You know nothing."
耶哥蕊特死的那段完全没拍出文字的感觉，遗憾。再见，火吻而生，整片大陆最值得爱的姑娘。
亲王是我今年看过死得最惨最虐的男神没有之一！！！顺风不能浪，逆风不能投。自古枪兵幸运E。一代帅锅，死于话多。
4.0。1.尼玛又是最后一集最好看，缝衣针Arya登船远航好燃！可惜布兰登的巫术还不够强悍，期待他明年能飞。2.第三季的大戏是血色婚礼，这季应该算乔佛里暴毙。3.龙母这条线还是没啥长进，结果还把龙给关起来了；小恶魔的人气，则堪称厚积薄发。4.断断续续死了好些人，所幸小史塔克们都各自有所成长。
父亲节快乐
继续在破碎的群戏、脸谱化的角色和表演及敷衍的美术设计基础上挑战更烂的纪录，流俗的死亡煽情和擦肩而过桥段一次次重复；为了惊讶效果无底限地牺牲逻辑：努力寻回尊严的詹姆毫无征兆地在他敬畏的白剑塔莫名奇妙地与瑟曦旧情复燃、小恶魔弑父与瑟曦支持斯坦尼史牵强、小拇指珊莎雪伊的转变均莫名其妙
全四季撸完，最爱小恶魔。说句闲话：我是不相信所谓大团圆的，在故事的最终，有些人摆平了别人，有些人摆平了自己，二者能取其一者，在我看来，已经算摆平了命运，以智慧，以勇气——生而为人，无论男人女人，最性感的元素。有个词叫饮恨，每个人饮着各自的恨，而日子过下去，这就是个好故事了。
这才叫跌宕起伏啊。
我终于懂了《冰与火之歌》的思路，是这样的：如果你看上去很厉害很嚣张很帅很正统很了不得，那么，很快你就会死了，而且死得很惨很不体面……如果你很弱小很畸形甚至残疾了或者是被歧视的私生子，倒会杀出一条属于自己的血路。“你永远不能走路了……但你会飞。”
时间线越来越清晰，所谓日久见人心，各方势力的版图、历史、走向也越来越明晰。Black Castle一战荡气回肠，悲剧英雄主义大绽放。Peter Dinklage的Tyrion越来越精彩，简直是一步步挣脱人生枷锁走向自由。龙母逐渐面临的统治危机设计出色，期待下季更加深化。
好多便当，好心塞
宏大的篇幅和世界。多线程推进故事进展，打打杀杀和滚床单是每集必备。魔幻，武侠，巫术，宫斗真是一应俱全。爱恨就在一瞬间。Ayre，sansa， jon snow，imp，龙女是要撑起新世界啊！静待他们的成长与世界的风云变幻。
温水煮青蛙，就这么一季一季看下来，不经意间，剧情已烧到燃，不断突破好的上限，而你却不知道真正的沸点到底在哪里。才到四季，分量已直逼我心中美剧NO1《老友记》。
上床操操操，下床杀杀杀。人生无他事，唯有操与杀。人恶恶到底，人善被人屠。权力最无情，宗教更可怖。冰雪鬼世界，浴火龙腾空。残废有天佑，乱伦血统纯。
节奏太慢是该系列主要缺点，不要总把最精彩的放在每季最后两集啊，还有，这一季的收尾终于不是龙女的农村包围城市了。
多恩亲王惨死给我的暴击。。。
在这个奇瑰而残忍的世界里，或生或死，都只是那无尽悲梦的一隅
好吧！又要一年了
今年份的膝盖
Lannister pay their debts.
国王终于死了，肉山大魔王太吓人了，不想让毒蛇死啊！
惊喜不少，遗憾更多，影视艺术毕竟≠文学艺术。
这一季小恶魔又是亮点，下一届金球奖估计又是Peter Dinklage（等等还有其他剧(← ← )又是一年啊摔！！继续等- -
"詹姆也变搞笑角役 狗叔吃货属性爆发 东方红太阳升 共产主义烧预 每次婚礼都酸爽 求更多 大学士和生化狂人争风吃醋 巨炮找了个新妈妈 小指头你真是个好人(发卡) 三傻黑化中 一个话多,不补刀的枪兵 龙妈政治技能为0 一代枭雄死在马桶上 蜘蛛:我去年买了个表 为毛总给我留个烂摊子 跟猪脚混 包你葬礼体面"
最喜欢的角色TOP3：1、小恶魔；2、毒舌老太太；3、jone snow的野人女友。还是有很多可以砍掉的角色和枝蔓，这也是季播剧的最大弊病，水分太多。
君临的坏人们为铁王座不择手段最后却让好人托曼上了位，北境的好人们为情怀肝脑涂地最后却让坏人波顿摘了果子。反角弑君者Jaime受尽磨难越来越平和，正角傻姑娘Sansa一路大起大落终于在小指头Baelish危难之际心机开窍化身影后说谎相救。马丁也是个冷血无情的人性虚无主义者。
这个系列到目前为止，每一季都值五颗星
绵软了一季，最后两集才恢复水准。
静如影，轻如羽，迅如蛇，止如水，柔如丝，疾如鹿。卷一里写得那么凌波微步的水舞者，怎么被艾莉亚使得那么不堪。龙女那条线好弱。小恶魔不愧是本剧片酬最高的人。
小恶魔的演技真是奥斯卡7星级。snow男神越发又光芒了
好看。可怜的小恶魔。
看在已经平行宇宙的份上勉强四星吧
一年一季我有点跳针
脑残五星
大预算都留给最后一集了，不是特效就是打斗，完全不是前几集话痨的省钱模式了。没背景的人都领了便当，有背景的人都上船了。
长城守卫战是前四季战争场面最好看最热血的戏份，而且是一整集。凡人皆有一死，往往发生在出乎意料之时，到第四季更突然，连插Flag的时间都不会给。最后一集可以起名为「新希望」，旧有秩序已看到崩离的裂痕。几条线的人物都结束原有任务，向未知领域进发，无限期待，更大的沙盘游戏。
最后两集在IMAX刷也算是圆满了！Arya最后那句“Valar Morghulis”让我哭得不能自已，还好电影院没多少人。十几年的青春啊！winter is coming
乔弗里、奥伯纶、女野人、泰温、小恶魔情妇、猎狗都领便当了。死了好多人
多恩王子之死，实在是太恶趣味了……
看到目前最喜欢的一季！！！！！真的是神剧！！！
史诗巨作，震撼人心。满分。

"还是追着看的感觉更爽啊.
好人死光，没节操没价值观以后终于畅快淋漓了"
真的是笑到最后的才是主角。
真是一场好戏啊
Valar Morghulis
