comments
弃剧！
美剧，但都是英国演员，放眼看去全是熟脸
终于回归了，拍完的时候大概本科毕业
希望红色婚礼是悲伤的句号
虽然看过书，但还是觉得影像化的视觉奇观很震撼，只能说个人的想象力仍然非常有限啊。在所有人都断胳膊断腿还顺带毁容死亡的故事里，那些完好地茁壮成长的人们，你们是作者亲戚吗…………
"1.配角大放异彩，所有未知的命运都等待着进行，期待龙女铩羽而归。
2.普世定律是，上一秒还在傲娇的，下一秒都成炮灰了。So You NEVER Know.

3.玻璃心的看到血色婚礼，贾坤与阿雅分别时都哭成傻B了。"
Mhysa!
血色婚礼！！！！！！！
饥渴难耐！！
喜欢Jamin和恶魔，喜欢House 兰尼斯特。。
被吹上天的血色婚礼也不过如此
下午缓冲在迅雷云，坐在KTT紧张地看完！真善美的last shot看得我眼眶都湿润了，旁边的大叔突然拍了一下我：这个白头发真漂亮，是谁？(⊙o⊙)…WTF?!
小乔的便当已保温。。。。
龙女一直在开挂，期待第四季！
【130706】★★★★☆第二季短暂低迷之后第三季水平又冲上来了！几条看似莫名其妙的剧情线最后都跟主线交汇了。话说第三季小恶魔和Jamie的性格是在扇前几季编剧的耳光吗？变化太大了点吧。估计第四季的主力军全是残障人士了。话说Jon爬长城那段还在向Vertigo致敬啊。
矮油，还以为小乔第三季要领便当了，居然撑到了第四季。。。趁放假书赶紧滴扫完木哈哈哈。。。
oh no变成冰火脑残粉了
囧恩布兰艾莉娅龙母imp都是我的爱啊
还是回家看电影吧，美剧满足不了我
龍女開掛了... 我很不喜歡龍女的設定.
原著党对很多细节的改编都颇有微词。
龙女线味同嚼蜡。
七神在上
非常棒~~
看的时候常常忘了奇幻，因为太现实。它甚至突破了一个绝大多数美剧谨守的“底限”，在那些美剧里，不管多么黑暗的世界，多么坏的男人，都爱着自己的家庭，至少是爱着孩子。但这里却会说：「你杀吧，你杀了我再娶一个。」「你出生的那天，我就想把你抱到海边，让海浪卷走你。」
孩子们成长的太快了！
长城北线太无聊了，龙女用金山游侠了这游戏没法玩。
又完了！！又要等！！尼玛！！
龙女这是要逆天啊
如题，留名。
五星不解释！！！
这剧真是越看越过瘾，龙母的羽翼日渐丰满，囧诺则坎坷了许多，好不容易炮上了最后还是撕破脸皮。血色婚礼是这季最出彩的，毕竟这种“反转”太容易拉仇恨了，萝卜、猫姨早早领了便当。这样下去也不是个事儿，实在憋不住了还是去买书看好了。
这一季的最大赢家就是龙女。三傻真是没有辜负她的名字啊
望眼欲穿的等待啊！音乐太赞了，大提琴的低音让人听得如痴如醉啊！
啊啊啊啊，史塔克家的人死完了···
第4季！！！
终于全部看完了……在所有人物都很憋屈的情况下只有龙母开挂开的比较爽，本季最期待的血色婚礼和小恶魔反扑只有前一个实现了，玫瑰家都是人才啊，下一季期待狼家能团聚、玫瑰骑住狮子、小恶魔完成其杀父弑母大业……看来我还是太傻白甜啊= =
Lord Tyrion 超帥！
【看在這麼多人打五星的份上就打三星好了= =】第一集就看到颓势……龍女和小魷魚的故事線實在是敗筆，狼少主和小護士的演技也真是令人汗顏。看過小說的話或許會對本季走馬觀花式的分配感到失望，不過小指頭的一番演講是經典、血婚是亮點，對於觀眾和讀者而言沒有什麼能比看到悲劇更令人欣慰的事了～
皇后Cersei看到她弟弟小恶魔被强摊迎娶sansa那个幸灾乐祸，结果转头就被她霸道老爹丢给高庭家族Loras Tyrell当同妻，笑死了
渐入佳境。
为什么每季只有10集？  看得很不过瘾啊！！！！
兴趣骤降
好片子

马勒戈壁喜欢谁谁死！再这样老子就弃剧了！剧情不要这么刺激行么魂淡！
kingslayer 和 dog是最有感的人物~~ 线路太多  感觉剧情铺的不是很流畅  应该是渐入佳境的感觉
看来长城攻防战和乔佛里之死都要放在下一季了。泰温公爵和小恶魔的几次交锋、玫瑰奶奶、詹姆救布兰妮、席恩的悔恨和血婚都是这一季最爱的看点。只可惜没听到那句让我魂牵梦绕的台词——“因为我梦见了你。”
"如果能去掉小王子那部分的段落,我会毫不犹豫5星的,可是那部分太倒胃口了."
这一季的1-7集看得我是昏昏欲睡，到了第8集，最关注的龙女、矮子和没腿小孩的遭遇都有小变化，所以又精神起来，接着就是令人奔溃的第9集。。。
失宠的伪猪脚们命运多摧残 龙女发力打怪练宠攻城收人 看好恐怖堡的变态~
9、10连看精彩啊！龙女的戏还是太多，有几个又要留到明年才死咯。
龙后的逆袭
好讨厌好讨厌乔佛里！丑逼一个
冰火3让观众都成了抖M，越虐越爽，话说本剧虽然没有主角光环，但是有残疾人光环！什么？还有这样的好事？没错！只要你残废了，不管是断手（詹姆士）、断脚（布兰）、眼瞎（暂不剧透）、毁容（小恶魔），那么恭喜你，你至少可以多活一季！别看好胳膊好腿们现在得瑟，他下一秒马上就要便当了！
献祭了这么多人，怎么能得不到观众的喜爱呢~
竟然忘了Mark了。。第九集不要看。。太难过了
看完觉得悲伤的是，又要等一年了！
血色婚礼！
恭喜龙女走上共产主义革命道路。狼崽子们完蛋后，角色认同是否要投射在矮子和龙女身上？女巨人、gay鹿王、弑君者、王后、百花骑士等众人的混乱关系让整部剧都转了类型似的。名著改编的剧没找到学习的点。
冰火在我心中只有更完美，没有最完美！看的我的嘴巴掉到地上然后再地下-B7层都不止。。。
虐点越来越高，血色婚礼已经满足不了我了。对剧情走向真是一点都不敢猜啊
你杀吧，都给整死！！！
说杀你全家，就杀你全家。
Valar Morghulis！
少狼主和老妈老婆在鸿门宴上死得太惨了，史塔克家族到底是受了什么诅咒，从老爹开始就死得那么出人意料。龙女这个设定简直就是bug一样的存在啊，空手套白狼就能一路攻城略地，她这是要带领全人类实现共产主义吗。
上床操操操，下床杀杀杀。人生无他事，唯有操与杀。人恶恶到底，人善被人屠。权力最无情，宗教更可怖。冰雪鬼世界，浴火龙腾空。残废有天佑，乱伦血统纯。
老史家总是相信不该信的人，小指头，希恩，然后又是这个老头子。第一次被砍头，第二次抄老窝，第三次直接一锅端。不是因为善良才死，而是蠢死的。弑君者是打算继续洗白吗？如果不是开始推小正太那事，他简直都快变成圣人了。
又是一个冚家产的故事
处在历史关头的大人物总因为莫名其妙的原因去死，乱世道义如敝履，手下人随时可能翻脸，任何人都无法信任，想起了信长公~所以庙堂之人才最喜欢感叹“人心不古、礼崩乐坏”吧。相形之下“弑君者”和女骑士这条线反成了一抹亮色，卑鄙之人亦有心怀高尚之时。
本季太拖沓。
就如有短评说的龙女走的是我党的路子啊。编剧大爷太后妈每个结尾都给龙女开挂。除了后两集的史诗感，前面铺垫奇慢等不及了好么，小说都没这个感觉。为了肉戏而肉戏果然被差评了好么。第三本还要分成两季拍，连重头戏小乔的**也不拍，真是不爽啦。。
墨迹
誓言的背弃，战略的失控，旧交的投敌，故乡的毁灭，部属的横死。以复仇为名的豪赌，却葬送了父亲全部的基业。自此就只剩小一辈各自的奋斗。这就是少狼主的最后一年。
龙女这是走某party路线吗……
攀爬才是生活的本质。
血色婚礼、龙妈组军攻城掠地、异鬼进军，各家小孩成长成熟，果然是中段感觉。
只要残疾了就能活下去……（血色婚礼那集我也把字幕都看完了）……
史塔克夫人像以前的一个以为自己气场很强实际上也能蒙住很多人但本质稀里糊涂又小器的双鱼座女领导，Robb和小护士像能力有限的班长和三观特正的的团支书陷入自认为是神雕侠侣的爱河。一直看这仨人不爽还以为是自己心里阴暗，看到编剧把他们团灭竟有种找到知己的感觉！
首先电视剧无法全景展现原著，然后对于中国人来说，看模拟版欧洲中世纪史是不可能像看三国那样有亲切感的，看到现在最大的感触是对所有人物无一产生感情。看剧最需要的还是代入感，全程冷漠脸还要追乐趣实在不大。
周一快点来吧
龙女不错哟~！~
Bravo!
下一季快点来！
等乔弗里死居然要等到下一季。
3晚补完，但是还是木有看过第二季的印象。（避免失忆的）小笔记：狼小妹跟狗狗组团了，杀王狮子跟女骑士组团了，大狼和狼妈便当，雪狼破戒，龙妈开挂，龙还太小不能骑，狼小弟要开群技去刷怪……（这都什么玩意啊！）
前几集陷入了混乱的多线叙事，而且没有任何交集，剧情发展太缓慢，直到最后两集终于迎来了高潮，几条支线的交汇，虐心的血色婚礼，最激动人心的是主角光环下一路开挂无解模式的龙女。总体不如前两季。
stark是都死光的节奏..Bran Arya的暗藏的巨大潜力好奇妙 Robb也算是为自己的错误付出了代价.他老婆撅着屁股说着attack attack的样子真是挥之不去厄.他的结局也算做了伏笔..jaime和布雷尼有感动到我?..感觉好多场景切来切去进度好慢!果然勇敢正义需要一堆阴险来比较衬托..
叙事情节和节奏明显加快，导演娴熟了好多，配得上五星~·~
本编最值得追的一点在于狠，要谁死谁当即得死，该残的也得残。各家的异能都已经铺垫发展的差不多了，目前小龙女明显占优，史塔克家的小东西们也呈崛起之势，让下一季来的更猛烈点吧。
我靠！史塔克家也忒惨了！这是要灭门的节奏啊！龙女你的龙快点长嘛，不然他们自相残杀的，到时候仗都没得打了！
红色婚礼红色婚礼红色婚礼。。。
玖健第一集就出来了。。。以电视剧的进度，这一季还没把布兰送到森林之子的巢穴。我该说你快速还是拖沓呢？估计艾利娅成为无面者的情节会比较无聊吧
哈哈 新家终于有HBO了~~~ 一口气把第三季全补了 Game of Thrones不亏是神作中的神作
因为龙母的血统智慧和善良喜欢她，没有想到她会发展成一名废奴运动先锋；喜欢Jaime能打，没想到他会被洗白；早知道Robb这种角色一定会死，没想到会上演刀捅孕妇这么过分的画面；没有想到Hound是小女孩呵护者……这个世界是年轻人的，要特别关注傻逼Geoffery如何作死，希望不要死那么干脆就好。
没前两季好看
又一年过去了，后面等待大西洋帝国的日子只能靠Suits来撑一下了，还好今年那个肥皂剧提前到七月开播
进展略慢啊！！！
特地等到全季完结后才开始看，结果，一口气看10集还是不过瘾啊！！！！
结局没挖坑，编剧良心大大的有
想让谁死谁就得死。。。。。
失信者，死全家，失天下
"第四季开播在即，重看血婚，“与其战场上屠杀一万名士兵，不如在餐桌上杀死十来名贵族？"""
觉得好快。。。第三季龙女大出风头，火吻怎么还没死？！！哎呀没出来几场第三季就完了，尼玛~ 快让囧恩和小妹相遇吧好么？！！！明年你们都多老了，还怎么拍剩下的剧情啊。。。捉急。。。马丁老头快写剩下的吧！
女王威武！
没剧可看了....
太颠覆了。卡丽熙每次作为剧终收尾好爱...!!!!!
龙女和狼王都是任性naive瞎胡来的主，为什么一个成了人民大救星一个成了经验值？摊手。配乐和音响师傅好评。
每一个演员的表演都很精彩，终于等到新的一季了
没有前两部的故事性强，有些零碎。但是对于史塔克家的孩子们的命运，我还是一如既往的期待。
说好的熊孩子之死呢？！猎狗和Arya太有爱了。结局照前两季差太多。
混蛋！！！！！！
最后一集有点平淡啊……不过乔佛里和泰温不是都在这一季挂的吗？记错了？
费心思塑造的角色，想杀就杀，喜欢作者这种创作自信。
什么都不说了
凛冬将至！
╮(╯▽╰)╭明年见了！
比前两季好看多了。出来特效进一步提升剧情也不拖了。１０集就完了？？？好短。
其实我看了两集就没看下去，权利什么的不明显。
圣女龙妈那条线只有各式美男可以入眼了……大帝人品爆发撑过一整季啊！
真的要拍20年么。。。
不得不说这一季确实拖沓了 说好的乔佛里暴毙呢 说好的乔佛里坟前的姐弟重逢乱交呢 这样交代下来第三季的速度着实推进太慢 高潮也太少公认的血之婚礼算一个 个人认为龙女收服无垢者那段是整季最让人血脉喷张的 如果下一季第一集就让乔佛里死 我想这样我会有个爽爆的开头 期待S4
4.5。1.倘若不是第九集的血婚，估计很多人就要弃剧了，大冲突太少。2.巫气还是只有一点点，不够过瘾，目前最期待北上的布兰。3.果然又是以龙女结尾，这三条龙作为魔幻摆设，已经整整两季了好嘛。4.基于本剧吊胃口的功力，就继续留守脑粉阵地吧，毕竟宏大的剧太少了。
性感如小指头才能把长款修身立领外套从脖儿扣到腿
老马又特意给龙母开挂了，每季最后都这样，傻黑化的角色都被写死了，季终集也和大家预想的不一样，某些人竟然还没死。虽然这一季因为每集都要兼顾多线叙事，几乎都陷入僵局，导致故事前面几集进度奇慢，显得有点鸡肋，但放出大招的最后两集也算是重拾史诗范儿了。★★★★
弑君者、Hound这季颇亮，站了Jaime和Brienne。真是被血婚虐到了，罗柏是个了不起的lord，但确实不是king。没有龙妈的开挂人生怎么可能活，农村包围城市，武装夺取政权，龙妈是好接班人。高庭玫瑰为数不多的戏份也非常出彩。
终于终于终于终于终于回归了！！！
每个角色都饱满，要怎样的头脑才能写出这样的书。
场面铺的太大，节奏略为拖沓了
除了两份便当，没有一点让人惊喜的地方。建议改名为唠嗑的游戏。东方红，太阳升，渊凯出了一个卡丽熙。但即便如此，我这个抖M还是对下一季很期待，你们盼望已久的那谁家的小谁终于要领便当了，我说的可不是小乔哦
乱世之中，唯有利益和爱情才真实。萝卜终于死了……这一季五星的原因是，继马王之后，又出现了一个喜欢的角色Daario Naharis，打仗那会儿好担心他就这么炮灰了嗷嗷嗷……龙母真是艳福不浅，可我真的很讨厌这个“圣母”的设定。
她在南方的艳阳里外挂大开，他在北方的寒夜里脱脱穿穿。如果看到第九集，一切都是幻影，那些你以为是主演的人，只剩两个妹妹。既然都看到这里，剧还是要继续……唱不下去了。本季告诉我们就算是想做主角，也要千万避开冰火，在这里你以为是主角的最后都没啥好下场。
别人都不是家破就人亡，至少也断根肢体。就龙女把把都开挂啊！！
这一季的峰回路转异常好看，尽管仍无领军性的突出人物塑造，但多条线索的交织穿插增进了叙事节奏，人物命运起伏跌宕，颇荡气回肠。另：果然如传说般杀人不眨眼！
E09最佳，话说龙母终于变成圣母了......
好你个马丁！瞧把你能的！良心呢！居然让小萝卜小帅哥就这么死了！！就这么死了！！冰原狼都不留一只给个念想？艾莉亚还亲眼看着她的家族团灭！要不要这么惨？！！
本季最后一集是睡着的节奏么卧槽！季终怎么反而缓下来一直絮絮叨叨的铺垫，不是应该大爆发牛逼俯视让我们继续跪舔么！反倒是4集7集9集牛逼爆棚，血色婚礼达到高潮后，最后一集却无聊惨了，乱改一通不按书来，即便如此。。第三季整体还是好看爆了。。脑残粉继续5星，跪等下一年！
龙女开外挂太霸气了啊哈哈！自由解放之母！Jaime变得有情有义开始喜欢他了（想看他和布蕾妮XXOO怎么破●—●），不喜欢梅丽珊卓有没有！也越来越喜欢Ayra了，但是两次目睹亲人被杀的她太惨了。小玫瑰和Ygritte也继续喜欢！席恩姐姐快去救你弟弟吧！
本季终于出现一个我喜欢的角色，毒舌老太太奥莲娜夫人，其他所有角色一如既往地自以为是巧舌如簧
第九集的婚礼，猜到会出事但没想到会这样。我的小心脏啊啊啊ヽ(≧Д≦)ノ最爱小恶魔，目前为止很不喜欢红袍女巫。
次子团团长果然帅得不负众望
世间的权力有千万种，哪种最危险？是对一个仇敌为所欲为的权力，随心所欲任性也被满足的权力，被千万人含泪高呼拥戴的权力，运筹帷幄幕后指点江山的权力，坚持自己的原则毫不妥协的权力，性的权力，知识的权力？（为免剧透不标注名字）“权力”游戏倒比王座游戏更加契合 //Thomas Sangster好帅好帅
Jugglers and singers require applause. You are a Lannister.
怎么不选在第九集结束！！
优秀 奇幻片
总算有了进展
小恶魔脑残粉在此
这一季前期主要还是多线叙事，剧情也是慢慢推进。完全没有主角光环的好处就是你不知道下一个死的会是谁。每一季最后龙母都会开挂，但那几条龙长大的速度估计和斯塔克家族的崛起一样，下一季是不是要搞一下兰尼斯特了？又要等下一季了，凛冬将至...
死掉的也就算了，活着的这些人看得我更心痛啊......除了龙妈看她就想快进 神烦
前几集有点无聊啊，不过后面开始突然精彩起来了！这季算是把吉米从恶人行列拉回来了一把，斯塔克家族悲剧的再减一员，不过听说火吻应该在这季死掉的啊，可能有些改动！龙妹么还在世外桃源无限卡BUG，刷装备，艾利娅依旧把我萌的无抵抗力，必须期待第四季！群鸦的盛宴！
虐心剧情，渐入佳境
有一段看得我心都涼了，想說不會吧！這不是普通的情節啊。
第3季开始突然开始变得好看了，开始看原版小说了。印象最深刻的居然是joe snow身边的那个女野蛮人，disdainful smile 的杀伤力略大呀 ˊ_>ˋ
一季的铺垫希望能在下季得到回报可是又要等一年好苦逼…………ps.胖子发龙晶时真心笑爆了好嘛
hbo。。。

龙妈日常开挂 我爱死火吻啦
漫长绝望的等待又开始了
我喜欢Imp、Arya和Bran，Stark家的基因真是碉堡啊，少爷们非帅即萌，小姐们非美即酷，龙母其实也不错啦。
有没有人要一起上白宫要求将自由女神像换成龙母像...
就还好。龙女是在讽刺某共产主义领袖么？
虐够了！！！
妹的怎么就完了
20130809，我终于看了人类电视剧史上最虐心的一集，虽然我做了三个月的心理准备，但仍然感到像被重锤击中
越来越期待后面了！
每看完一季，都会让你更期待下一季。第四季应该会是最最最精彩的一季了吧。
Wow，Cassie！！！
每一季的第九集都是高潮啊
虽然看之前一直被剧透但还是被高能了一把。。。。。龙妈演的是同一部剧么？？？既然喜欢的角色不是死就是残，估计龙妈也是要死的吧！（<--没看过书的在瞎说
狼要死光啦~!
如果我说我好喜欢#开挂的龙母#啊，我看冰火的目的就是等#开挂的龙母#啊，会不会挨揍= =。
罗伯挂了，龙女这季开外挂啊~
三季都看完了竟然还没开始打仗！！！！！！！
乔弗里还没死。。。
一口气看完3季我骄傲 ！！！ 话说有人劝我说别看了，再看就更嫁不出去了，但说完之后她自己就看去了！
权力似野草生长，骑士如鲜花凋零。暗淡了刀光剑影，远去了鼓角铮鸣，湮没了黄尘古道，荒芜了烽火边城。列王纷争终于落下帷幕，群鸦盛宴从此华丽开篇。血色婚礼把我虐得体无完肤，两眼发直完全呆住了。这一季数条线索平行叙事，展开得有点乱。五星。
大起大落 可是我之前被剧透了的啊！！！
人物太分散了，几乎没有主线了。
这季结尾好弱。。。。。就为了给下一季开头留爆点真讨厌
被虐死也值
太烂了！！！龙女戏份每集都压到不能再压！！！马丁是不喜欢大方传播正能量么？
想说的仅仅是跟原著比简化了不少，但还是很出色，虽然艾美奖没有啥斩获，期待第四季。马丁大叔也要效率起来赶紧填坑哇！
开始啃原著
剧情好慢啊啊啊啊啊去
这个戏的演员的更新换代速度也太快了吧，一拨一拨的死。#创造了很多就业机会#
来年再见 血婚算什么 坐等雪诺被捅
两场婚礼支撑起来的一季
看完了！！！继续撸原著！！！！
看到一半已经被剧透了啊哈哈。狼堡几个除了大狼女其他越来越不讨喜了，血婚其实感觉也活该，叹气。反而衬托狮子全家都好酷，矮子尤其喜欢！！玫瑰祖孙俩眼前一亮！海怪的姐姐和狮子的女骑士也棒的要命！龙女主线太慢 差评
请快一点，谢谢！
。。。。
故事走向和部分人物性格与原著的差别越来越大，虽然这是不可避免的，可是还是有点遗憾。看书的时候做不喜欢看的就是龙女的POV，看剧最喜欢的就是龙女的片段。还有小演员，慢点长啊！
继续啃书吧还是QAQ
最后两集看的我连觉都没睡好……怎么这么虐……看剧不能有个人偏好，不然万一被弄死了会很难受……一如既往地想砍死乔治·马丁！（但砍死他又看不到结局了…）
庞杂的人物，复杂的关系，繁杂的线索，….，「乔治·R.R·马丁」的叙事能力真是厉害，如此错综复杂的故事竟然能如此有条不紊地表述，老实说，有些情节分支我看得都不晓得其原由所在了。…观看完第九集，更加深切地觉得此剧简直像是「恐怖片」。主角光环若有似无。……龙妈和龙仔再次担当剧集收尾工作。
五星还需要什么理由吗？这年头已经很少有非同志剧能让我一口气就算熬夜也想看下去的了
认识的人死了一半吓死宝宝了
小玫瑰圣母光辉闪瞎色后狗眼 老巴:我不要退休!! 龙妈四处画大饼 布兰长残了 三傻你有巨人血统吗 君临巨炮器大活好 跟小剥皮一比小鱿鱼纯洁得像个婴儿 詹姆向你伸出了圆手 梅姨真魔法少女界从来没对过 老狮子为了维持形象憋笑好辛苦 血婚酸爽 讨厌的都挂咧...神马!!喵姨她信春哥!? 蝙蝠侠也救不了二乔了
小龙女是专门负责结尾的？
作为死忠小说党，每次都会全部下载然后就随意跳着看看。虽然已经还原得很好但是距离想象还是差很远。
越看越觉得HBO拍song of ice and fire就是属于那种出钱出力又不讨好的事儿。坑爹，我等Joffery死，等得我心都凉了。
悲惨的斯塔克一家衰亡史，龙母完全成了正义化身，编剧难道想把结局改成龙母大战夜鬼么？
小孩子们越长越丑了…本季太让人心疼了…死的死伤的伤嫁人的嫁人…龙他妈走的的确是我党的路线…深入群众啊

卧槽Stark就这么完了？！

不给我加戏，差评！
妈蛋又被短评剧透了!!!!我的小狼女要瞎.......(不用谢)
龙女总是那么牛逼哄哄。Robb那一对终于死了，一直觉得他没有帝王相。
线太多了每个角色每集只演那么一点点 尼玛小矮子是最棒的角色啊
烧得起经费 方可上得了台面
看第三季的同时也在补小说，深深被乔治马丁的文笔折服，一部真正的史诗。
神作

太虐心了，幸好只有10集，要是再有几集估计里边的角就要死光了，马丁大叔要开始讲鬼故事啦
保持五星队形
我哭着喊着大叫虐心说马丁真的太狠了怎么可以这样虐狼家的时候，肉包弱弱地说了一句：马丁的屠刀才刚刚举起……死一般的沉默……太虐了，能坚持过第九集的都是精英！
“在你找了这个女人的时候你就失败了”
头一次发觉猫婶婶演技不错。。。
第九集就结束本季多好，或者干脆加快节奏让小乔领便当。

14.04  走起
坐看人物关系如何进一步变化。

给力的一季
这一季所有的成败悲喜都被血色婚礼盖过了。
这季彻底将Jaime洗白，和Cersei相见那幕我竟然觉得很感动。龙妈真善美这条线简直强大到不合逻辑。Stark家不说了，全是血泪。
各路人马又是在本季度有限的时间内努力的平行发展着，就跟这回的重点冲突虽是史塔克一家再度被屠但结尾的压轴儿还是给了戏份有限的卡丽熙一样，如此的情况继续下去编剧始终还是要面临一个人物剧情交汇的结果的，不知道真到那会儿编剧和导演是否有能力驾控
尼玛，激动，好期待下面的 ！！！
Cut 拯救世界。
一年又一年的追。。。
龙女深谙毛泽东思想，对国际主义有深刻的理解和实践经验，组织十分需要你！（虽然最爱狼家，但是超喜欢看詹姆和女汉子的戏份，无奈詹姆线戏份超少啊……而且我等小乔死等了好几季好么
reed兄妹戏略少啊~小剥皮萌~sm故事好欢乐~开挂的继续开挂~~不过每个bastard都好碉堡啊~开挂军团的主力~~这季真是各种奸情
五星 白异鬼弱爆了。龙妈一如既往的霸气收付了船和军队，还来了一支追求她美貌的团队。罗柏的确是气数到了，从砍了自家的封尘到任性的毁婚约，竟然还天真的以为别人忘了。中了鸿门宴。而且如果他不死珊莎这个棋子也显得多余，剧情的走向是对的，只是可惜了他的美貌。一下子挂了3个猪脚剧情波动很大啊
世事如棋 落子无悔
明年见
经过漫长的前戏……以及小高潮……第一个high 点要来了。
虽说这成本在电视界已经是翘楚了 可是依然捉襟见肘啊 上一季还有黑水之战 这次的场面真是小了不少...大家就唠唠嗑 不是还是挺有趣的= =。
完啦，再等一个凛冬吧.
10
我追这个剧的动力全在龙女了！！！比起篡权夺位的阴谋诡计，求大规模人鬼大战！！！不然浪费了龙的设定啊啊！！
整季的虐待席恩的片段我都跳过了。。。这剧真尼玛越来越重口了。。。
血色婚礼。。绝对成为了看过的所有电视剧中最让人惊呆的一幕。。那几分钟打击太大差点整崩溃了。。。
除了最后龙母哪一点其他都点赞
第四季又得等到明年了
"小恶魔赶紧跟你爹反了吧,我等不及看宅门逆子怒焚家门的狗血剧了.斯诺一整季忙着相爱相杀,弑君者一整季忙着泡女汉子,席恩一整季忙着变太监,除了龙妈没人干正经事,节奏突然慢了不适应啊"
又是一年的等待，史塔克家族真是悲剧，瑟西和詹姆相聚了，龙妈的气场越来越强了。不过最后一集显然气势不足啊
主角光环呢？？？？？？？？？？！！ 说死就死啊！！！！
可怜的少狼主！Red Wedding真是全局最高潮啊，太经典
龙女要崛起解放全人类了
啰嗦，好在又扳回来了……
馬丁大神就是這麼吊，呵呵呵你們再催我寫快點呀，你們喜歡誰我就寫死誰~~~嘟嘴
真是有点好看啊 我操
本来为罗波惋惜，没战卧沙场却死得这么憋屈。细一想也不冤。荣誉、道德是用来自我约束的：他先以正义之名罔顾军情时势斩杀盟友卡斯达克，后用高尚爱情来解释悔婚的背信弃义——活得可真随性啊！却不禁想，如果他依约娶了弗雷家的小姐，那么四大家族这场权位之战，斯达克家的命运，又会如何？2013.6.20
龙女是承载了作者仅存的理想主义吗...
太惨
一季比一季虐心。整体来看，故事线太多，而且到第三季了，许多故事线都还没有交集。
一上网，就遇到第三季首发啊……
每次到了第九集就发生巨变，lady stark就这么跪了，我擦。越来越喜欢龙女了，霸气侧漏有木有
当你看到哈利、罗恩、赫敏同时在一集里挂掉时你是什么感觉那你看这季第9集就是什么感觉。。
坏人总是活得比较长。。。被第九话震惊了。。。。。。。。
每次一开始看就心情澎湃啊~~~曾经的网名，哈哈
领便当力度加大，新面孔层出不穷，序幕逐渐拉开
血色婚礼。不尊重契约的史塔克家族长子与母亲皆覆灭。弑君者开始刻画无奈悲情的一面。
第一季看的不太懂，第二季人物关系梳理清楚了，第三季精彩得无以复加！
狼家太悲惨了，每次都让萝莉艾丽娅眼睁睁看着亲人死去，真让人泪奔。

结局居然如此平淡！！小乔的便当呢？红婚后不让小乔便当来治愈一下观众么？最后一个镜头，龙女被渊凯众围成一个菊花状真是让人无法直视……导演高端黑！
等一年！！！！！！依然以龙母为本季结局！！！该死的不该死的都死了，新的时代要来到了！！
主角光环呢？？？？？？？？？？！！ 说死就死啊！！！！
