comments
不能想象人气比火影还高，看着此种过于夸张的画风，一直提不起任何兴趣，于是揣测一定剧情非常特别，便强忍着开始追加。进入伟大航路之前的剧情实在太过低幼简单，直至乔巴出现才开始渐入佳境，角色亦现丰满，到了水之都堪称精彩，可惜100集之前真是太太太水了，会丢失大量没耐心的观众。
这绝对是最值得看的热血动画片之一.
也许有一天我会陪着我孩子一起看OP
让人受不了的拖沓
男人该看的漫画。
梦想是世界语言
路飞和乔巴怎么可以这么可爱啊。
前无古人后无来者，划时代的作品！
乌索普 【Usopp】 One Piece是神作，其他漫画跟他无法比。成长期最爱的一部。
夺走我最多眼泪的漫画，奇怪的是它居然是热血少年漫画，HOHO~~
莫名其妙
我的命啊 = =
看到一句话说不喜欢海贼王的唯一理由就是没有看过海贼王，真心觉得这话说的有点太绝对了，说句不喜欢就要莫名其妙被喷被指NC。世界又不是以你为中心，你觉得好看难道就不许别人说不喜欢么。生命梦想追求的意义哪个热血片不强调 称之为神级也太过勉强了吧， 看了弃，弃了看，越来越没意思。太墨迹了
垃圾不解释
成长动画，很经典，还在连载。
作为一个姑娘，我还是很喜欢sanji kun地/。
垃圾
我努力看完哈~~
打算专心看漫画了~~~放弃动画~~~55555%>_<%
chopper那部分好感人
還可以，更喜歡死神，這個沒跟上後來
日本动漫最让我讨厌的通病之一就是节奏太慢！
路飞，我一看到他就想笑。最近在看标题补想看的剧情
每个人都很喜爱啊~哭的最多的动画片，哭也是感动的。
好搞笑啊。原来这么好玩的啊哈哈哈哈哈哈。对柯南太专情都忽略别的了
經典，但沒那麼喜歡。
路飞的技能跟布欧雷同
啥时候才能看完啊…………………………你们最多的看到多少集了啊？
感觉很小孩
不想说什么，对于海贼迷而言，说多少都没有意义
因为，你是我的朋友。
看了好久好久才追上了连载集，正在火热的时候又没有了，等待中。。。
最爱看的动画片
看了几集，主角好像橡皮泥好恐怖哦！
这是我的最爱。没有之一。
"永远的经典啊!!我应该能活到尾田死的那天.,."
制作组的想象力很让人佩服
没追完 大作追不完- -|||
brand new world
这剧，就是话实在太多了
ep35左右
ONE PIECE是不可替代的，正如一切JUMP的漫画一样。
现在大一，正在补，朋友推荐看的，没想到我出生那年就出了，十七年的经典啊，继续补
第666的宝座我要献给one piece。太喜欢了。
"唯一有信心看完的超過50集的動畫=0=
冒險！熱血！伙伴！哦也死！！"
KIAO！我可是终于赶完了啊！
可不可以給足10顆星？
永远的OP精神，对我而言，OP在司法岛之战之后，在黄金梅利号沉默之后，就算是完结了，是的，我热爱的是精神，不是血统。
我真看过..也是启蒙
看到最牛逼的动漫了
无论台版 港版 大陆版，为什么正版漫画翻译的远比动画烂？
你就扯到世界末日吧
追上进度 不过动画为了照顾漫画进度实在太拖 干脆补漫画 顺便罗宾姐姐赛高（
画得实在不称我的心
总能激起心底的感动
成为海贼王的男人，太喜欢乔巴了，有泪有血有情！
梦想
爱爱爱爱爱爱爱爱爱不够啊~~~>_<我们一起去冒险吧！！
只要有不怕死的信念，就一定能找到
活到老看到老。op
堅持系靈異片  個個頭甘大
写论文的日子每天吃饭看2集。美剧是我追剧，OP是剧等我。身体健康心情好。我爱Zoro和Chopper。
收集恶魔果实的说
少年和热血永远与他们同在
冲吧，向蔚蓝色的海域！……期待早日终结。。
"人生到目前为止最喜欢的一部动漫。
“我是要成为海贼王的男人！”"
热血什么的最感人了！
友情+热血+胜利. 这就是JUMP少年漫画!
还行吧
趁年轻再热血一把
现在进行时的超神作
中文翻译太纠结！！
路飞 带我去冒险吧~~
伟大航路上  我们要跟着草帽团  再闯十年！
大本命！！！！！！！！！！！！！！！！！！！！！！！
如果没拖这么长的话一定是五星
"集数:n
哈哈...哈哈哈...|||"
"我还是选看过吧，如果选在看的话不知道要到什么时候才能更新状态了~~
为什么有几集把罗宾画得这么难看呢? 实在太对不起人家了~"
我是被迫的。我是被迫的。我是被迫的。
萨苏噶传说中的One Pice，可惜老夫已过了热血少年的年纪。
好看的动画片无一例外都犹如老太太的裹脚布又臭又长，没完没了，我已经忍受了一个火影忍者，不能再忍受海贼王了，所以只能看到中间放弃。
这必须五星啊！！
整个青春期的热血
你也太多了吧你。
永远的经典。NO.1
op乃神作!!
越来越精彩，这就是海贼王，啥时候能终结呐...
最高！！！！
海洋有多大，作者的格局就有多大。
每周的期盼
MY LOVE!!!
好看~~
最好看的动画!!!!从头到尾都没让人失望!火影和死神我好早就不追了。。。
进度ep.456。巅峰对决快点结束吧，我要看两年后！！没有zoro和sanji的OP很寂寞
還是漫畫給力。。
理想主义的赞歌，英雄的史诗
 根本懒得写腐的理由了。只要有想象力没有什么不可能了。Y了就是Y了。就是萌香吉士。真的很有爱。而且是部很好的动漫。女人也很BH= =+
热血不解释
1弃。热血剧，还是写实的好>///<
神作！索香王道！
"BLEACH,ONE PIECE,GINTAMA...构筑的热血初三 = ="
一直是他忠实的追随者
大爱
燃爆吧 艾斯请求你快点回来看你的哦多多。
804。你，是我的伙伴~~t
My youth my love!!
289
绝对好看
总之会一直追就是了
暑假。。。暑假。。。现在没了。。。
五颗星给自己的青春
曾经每周追更新，一直看了五六百集。但人总要成长的，我不会再倚靠它继续卖萌~~
还是漫画好
"虽然看得不多，但感觉到是个好作品，如果我再小几岁肯定会追...
画风有个性，背景很美很细致。内容也是我最感兴趣的~~"
招式什么好帅气啊……
动画没法儿看
勇往直前的精神。。
热血男
为了J看的。其实是不错的片子，可惜过了看的年龄了。
511
神作，不解释。“OP是用猫和老鼠的搞笑方式，机器猫的想象力，阿拉丁神灯的奇妙历程，来表达肖申克救赎的人生观，阿甘正传的世界观，从而引发辛德勒名单般的人性史诗。”
弃剧~
搜狐579

热血的极致........每个人物都有血有肉..........每个人物背后都感人至深.......尾田的脑子太神奇了..... 这么庞大的世界框架和人物结构..........大爱索隆啊........
我的热血啊！！
"很成熟很标准的商业动画,太长,弃."
好男儿就该去闯荡世界！
其实最开始他们给我推荐海贼 我是嫌弃的 画风太丑 而且开头情节超弱 第一集我看了两三年看了五六遍都没坚持下来 但他们说喜欢银魂的基本都会哈上它 我将信将疑咬牙坚持熬了三五十集 终于看到了曙光和新世界 梦想和爱是治愈喧嚣世界的唯二良药
超爱！
大爱无疆
有点拖沓 冗长 赘述！！！！
进度太慢了！
的确比较磨叽

人的梦想，是永远不会结束的
海贼王是世界上最好看的动漫！！！！！！！！！！！
吾至爱！
有笑有泪五星动漫，年轻时的珍贵回忆
